name,position,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kendra Wecker,Forward,58,12,12.2,1.5,4.4,0.331,0.3,1.2,0.286,1.1,3.2,0.348,0.4,0.6,0.758,0.5,1.3,1.8,1,0.3,0.1,0.7,0.9,3.7
Lindsay Whalen,Guard,480,476,28.3,4.1,8.9,0.461,0.4,1.4,0.29,3.7,7.5,0.493,2.9,3.6,0.812,0.7,3,3.8,4.9,1,0.1,2.1,2.1,11.5
Erica Wheeler,Guard,122,73,21.9,3.3,8.4,0.395,0.8,2.5,0.309,2.6,5.9,0.431,1.1,1.4,0.789,0.4,1.8,2.2,3.3,0.9,0.1,1.8,2.2,8.5
Sami Whitcomb,Guard-Forward,64,0,10.5,1.2,3.4,0.356,0.9,2.7,0.345,0.3,0.8,0.396,0.4,0.4,0.852,0.3,1,1.3,0.8,0.6,0.1,0.7,1.1,3.7
DeTrina White,Forward,44,2,11.6,0.9,1.8,0.519,0,0,,0.9,1.8,0.519,0.4,0.7,0.552,1.4,1.8,3.2,0.2,0.3,0.3,0.9,1.2,2.2
Erica White,Guard,36,2,12.3,0.7,2.6,0.277,0,0.3,0.1,0.7,2.3,0.298,1.9,2.2,0.897,0.4,1,1.4,1.4,0.7,0.1,1.3,1.7,3.4
Stephanie White,Guard-Forward,142,39,19.2,1.8,4.8,0.381,0.8,2.2,0.365,1,2.6,0.394,1.5,1.8,0.828,0.5,1.2,1.6,2,0.9,0.2,1.3,1.7,5.9
Tan White,Guard,320,72,22.1,3,7.9,0.375,1,3,0.32,2,4.8,0.409,1.2,1.5,0.808,0.6,1.8,2.4,1.8,1.1,0.2,1.7,2.2,8.1
Val Whiting-Raymond,Center-Forward,63,38,20.3,1.7,4.8,0.343,0,0,0,1.7,4.8,0.344,1.5,2.8,0.54,1.5,3.3,4.7,1.1,0.9,0.7,1.3,2.5,4.8
Tamika Whitmore,Forward,350,239,24.4,3.6,8.4,0.432,0.3,0.8,0.316,3.4,7.6,0.445,2.1,2.8,0.741,1.3,2.6,3.9,1,0.7,0.4,1.7,2.7,9.6
Khadijah Whittington,Forward,25,0,8.4,0.9,2.2,0.426,0,0,,0.9,2.2,0.426,0.4,0.7,0.529,0.5,1.1,1.6,0.3,0.4,0.4,0.5,1.8,2.2
Jennifer Whittle,Center,7,0,5.4,0,0.4,0,0,0.1,0,0,0.3,0,0,0.3,0,0.1,0.4,0.6,0,0.1,0.3,1.1,1.3,0
Davellyn Whyte,Guard,31,4,14.3,1.4,4.3,0.316,0.6,2,0.295,0.8,2.3,0.333,0.9,1.2,0.757,0.6,1.2,1.8,1.7,0.7,0.2,1.4,1.3,4.2
Sue Wicks,Forward,182,45,18.8,1.7,4.3,0.402,0,0.2,0.132,1.7,4.1,0.416,1,1.5,0.694,1.5,2.9,4.3,1,0.9,0.9,1.5,2.6,4.5
Jamila Wideman,Guard,84,27,16.6,0.7,2.7,0.254,0.2,0.8,0.186,0.5,1.9,0.285,0.7,1,0.738,0.4,1,1.4,2.5,0.7,0,1.6,1.2,2.2
Sydney Wiese,Guard,39,0,6.6,0.6,1.6,0.359,0.4,1,0.359,0.2,0.6,0.36,0.1,0.2,0.5,0.1,0.6,0.6,0.3,0.1,0.1,0.1,0.6,1.6
Candice Wiggins,Guard,221,76,22.3,2.6,7.1,0.371,1.3,3.6,0.363,1.3,3.5,0.379,2,2.4,0.833,0.6,1.8,2.4,1.9,1,0.2,1.6,2.4,8.6
Brittany Wilkins,Center,5,0,3,0.6,1.4,0.429,0,0,,0.6,1.4,0.429,0,0,,0,0,0,0.2,0,0,0.4,1,1.2
Angelina Williams,Guard,37,0,7.5,0.8,2.5,0.312,0.2,0.7,0.231,0.6,1.8,0.343,0.5,0.6,0.708,0.3,0.6,1,0.6,0.3,0.4,0.7,0.7,2.2
Beverly Williams,Guard,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0
Courtney Williams,Guard,89,57,23,4.8,10.5,0.455,0.4,1.3,0.342,4.3,9.2,0.471,0.7,1,0.747,1.3,3.1,4.5,2.1,0.6,0.1,1.4,1.5,10.7
Debra Williams,Guard,10,2,11.6,1.1,4.3,0.256,0.4,1.8,0.222,0.7,2.5,0.28,0.1,0.2,0.5,0.3,1,1.3,0.9,0.2,0,0.6,0.9,2.7
Elizabeth Williams,Center-Forward,122,100,27.7,3.7,7.7,0.486,0,0,0,3.7,7.7,0.487,1.8,2.8,0.636,2.5,3.9,6.4,1.2,0.8,1.8,1.1,2.4,9.2
Gabby Williams,Forward,34,30,23,3,6.9,0.432,0.2,0.8,0.269,2.8,6.2,0.452,1.1,1.4,0.783,1.2,3.1,4.3,1.6,1.6,0.2,1.1,1.9,7.3
Kamiko Williams,Guard,34,18,13.3,1.1,3.6,0.322,0.2,0.7,0.261,1,2.9,0.337,0.1,0.2,0.571,0.5,1.7,2.1,0.9,0.7,0.2,0.9,1.1,2.6
Kim Williams,Guard,58,20,19.8,3.1,7.8,0.396,0.3,1.1,0.29,2.8,6.7,0.413,1.3,1.8,0.755,1,1.4,2.4,1.8,1.4,0.2,2.1,2.7,7.8
Lenae Williams,Guard-Forward,27,0,6.6,1.1,3.7,0.297,0.5,2,0.241,0.6,1.7,0.362,0,0.2,0,0.3,0.4,0.7,0.1,0.1,0,0.5,0.6,2.7
Natalie Williams,Center,221,219,31.1,4.8,10.2,0.474,0,0.1,0.286,4.8,10.1,0.476,3.4,4.6,0.741,3.3,5,8.3,1.4,1.2,0.6,2.2,3.8,13.1
Riquna Williams,Guard,156,40,20.7,3.5,9.4,0.368,1.4,4,0.34,2.1,5.4,0.389,2.5,2.9,0.858,0.5,1.7,2.2,1.6,1.1,0.3,1.2,2,10.8
Rita Williams,Guard,186,77,21.7,2,5.3,0.38,0.8,2.4,0.339,1.2,2.9,0.414,1.6,2.1,0.743,0.4,1.6,2,2.2,1.5,0.1,1.8,1.7,6.4
Shaquala Williams,Guard,25,3,9.2,0.8,2.1,0.358,0,0.6,0.063,0.7,1.5,0.486,0.4,0.6,0.714,0.4,0.8,1.3,0.8,0.2,0,0.3,1,2
Tara Williams,Guard,38,0,6.8,1.2,2.8,0.435,0.5,1.4,0.365,0.7,1.5,0.5,0.1,0.2,0.5,0.2,0.5,0.7,0.4,0.3,0.1,0.4,0.9,3.1
Toccara Williams,Guard,26,4,16,0.6,1.8,0.348,0,0.1,0.5,0.6,1.7,0.341,0.8,1.1,0.759,0.3,1.2,1.5,1.7,1.3,0.2,1.2,1.4,2.1
Adrian Williams-Strong,Center-Forward,242,109,19.3,2.3,5.5,0.425,0,0,0,2.3,5.4,0.425,1.1,1.7,0.634,1.5,3.2,4.7,0.7,0.9,0.4,1.5,2.1,5.7
Le'coe Willingham,Forward,300,105,16.2,2,4.1,0.49,0.2,0.8,0.296,1.8,3.3,0.537,0.9,1.3,0.713,1.4,2.1,3.5,0.7,0.5,0.2,1.1,1.9,5.2
Lisa Willis,Guard,84,2,12.1,1.5,3.7,0.389,0.9,2.4,0.395,0.5,1.4,0.377,0.7,0.9,0.795,0.4,1.2,1.6,0.4,0.8,0.1,1,1.1,4.5
Wendi Willits,Guard,13,0,3.6,0.5,1.5,0.3,0.2,1,0.154,0.3,0.5,0.571,0.2,0.3,0.75,0.1,0.3,0.4,0.2,0.1,0,0.2,0,1.3
A'ja Wilson,Center,33,33,30.6,7.4,16.1,0.462,0,0,,7.4,16.1,0.462,5.8,7.5,0.774,2,6,8,2.2,0.8,1.7,1.4,2.1,20.7
Amanda Wilson,Forward,15,0,2.9,0.3,0.9,0.308,0.1,0.3,0.2,0.2,0.5,0.375,0.3,0.5,0.714,0.3,0.2,0.5,0.2,0.1,0.1,0.1,0.3,0.9
Christina Wirth,Forward,21,0,5.8,0.4,1.4,0.276,0.2,0.7,0.357,0.1,0.7,0.2,0,0,1,0.1,0.6,0.7,0.6,0.1,0,0.1,0.6,1
Lindsay Wisdom-Hylton,Forward,124,3,11.4,1.4,2.9,0.474,0,0,0.2,1.4,2.9,0.478,0.4,0.6,0.675,1,1.5,2.4,0.6,0.5,0.6,0.8,1.2,3.2
Sophia Witherspoon,Guard,207,146,23.5,3.6,9.3,0.38,1.3,3.6,0.351,2.3,5.8,0.398,2.4,2.9,0.802,0.7,1.5,2.2,1.5,1,0.1,1.9,1.7,10.7
Julie Wojta,Guard-Forward,4,0,7.3,0.5,1,0.5,0,0.3,0,0.5,0.8,0.667,0.5,0.8,0.667,0.8,1.3,2,0.3,0.8,0,1,0.8,1.5
Kara Wolters,Center,86,31,15,2.6,5.1,0.508,0,0,,2.6,5.1,0.508,1.3,1.8,0.752,0.9,2.2,3.2,0.7,0.2,0.9,1.3,2.1,6.5
Angelina Wolvert,Forward-Center,1,0,5,1,3,0.333,0,0,,1,3,0.333,0,0,,1,0,1,0,0,0,0,1,2
Lynette Woodard,Guard,55,35,19.9,2.2,5.7,0.395,0,0.1,0,2.2,5.5,0.405,1.2,1.9,0.635,1.2,2.1,3.3,1.6,1.2,0.2,1.8,1.4,5.7
Tiffany Woosley,Guard,44,4,11.2,0.8,2.5,0.324,0.4,1.4,0.306,0.4,1.1,0.347,0.2,0.3,0.467,0.3,0.5,0.8,0.9,0.6,0,1,0.6,2.2
Monica Wright,Guard,177,43,18.5,2.6,6.6,0.402,0.4,1.3,0.303,2.2,5.3,0.427,1.6,2.1,0.771,0.5,1.7,2.2,1.6,0.9,0.2,1.6,2.1,7.3
Shereka Wright,Forward,49,5,12,0.8,2.1,0.366,0.3,1,0.354,0.4,1.1,0.377,1.2,1.7,0.714,0.7,0.9,1.6,0.6,0.3,0.1,0.9,0.7,3.1
Tanisha Wright,Guard,426,287,24,2.7,6.4,0.424,0.3,1,0.302,2.4,5.4,0.446,1.7,2.1,0.834,0.7,1.9,2.6,3,0.9,0.1,2.1,2.4,7.5
Brooke Wyckoff,Forward,242,121,18.6,1.1,3.1,0.352,0.5,1.7,0.314,0.5,1.4,0.401,0.4,0.6,0.71,0.9,2.2,3.1,1.3,0.6,0.5,1,2.5,3.1
Dana Wynne,Forward,1,0,3,0,0,,0,0,,0,0,,2,2,1,1,0,1,0,0,1,0,2,2
Marta Xargay,Guard,35,14,18.4,1.7,4.3,0.396,0.6,1.8,0.349,1.1,2.5,0.43,0.7,0.9,0.719,0.5,1.2,1.7,2.5,0.7,0.2,2,2.9,4.7
Lindsey Yamasaki,Guard-Forward,39,1,7.6,0.6,1.8,0.357,0.3,0.8,0.419,0.3,1,0.308,0.1,0.3,0.5,0.1,0.6,0.7,0.5,0.2,0,0.4,1,1.7
Corissa Yasen,Guard,19,0,9.9,1.2,3,0.404,0,0.1,0,1.2,2.9,0.411,0.3,0.6,0.5,0.6,0.4,1.1,0.3,0.9,0.1,0.8,0.9,2.7
Nevriye Yilmaz,Center,12,1,9.3,1.1,3.3,0.333,0.1,0.6,0.143,1,2.7,0.375,0.5,0.7,0.75,0.5,0.6,1.1,0.3,0.3,0.1,0.7,1.8,2.8
Carolyn Young,Guard,42,1,11.1,1.5,4.1,0.364,0.5,1.3,0.357,1,2.8,0.368,1.1,1.5,0.787,0.4,0.8,1.1,0.6,0.4,0,1.1,1.1,4.6
Tamera Young,Forward,338,204,22.4,2.8,7.1,0.4,0.2,0.6,0.299,2.7,6.5,0.409,1.4,2.1,0.69,1.1,2.8,3.9,1.4,0.8,0.2,1.3,2.3,7.3
Toni Young,Forward,39,10,9.8,1.6,3.4,0.462,0,0,0,1.6,3.4,0.466,0.4,0.6,0.652,0.6,1,1.6,0.4,0.3,0.3,0.7,1.6,3.5
Sophia Young-Malcolm,Forward,301,282,30.8,5.5,11.8,0.468,0.1,0.4,0.223,5.4,11.4,0.477,3.2,4.4,0.718,1.8,4.2,6,1.8,1.6,0.4,1.6,2.3,14.3
Amanda Zahui B.,Center,122,1,10.6,1.7,3.9,0.442,0.3,1,0.314,1.4,2.9,0.485,0.8,1.1,0.725,0.9,1.5,2.4,0.4,0.3,0.5,1,2,4.6
Oksana Zakaluzhnaya,Center,31,0,9.8,1.3,2.6,0.5,0.1,0.2,0.429,1.2,2.4,0.507,0.4,0.5,0.8,0.5,1.1,1.6,0.1,0.2,0.5,0.7,1.7,3.1
Cecilia Zandalasini,Forward,32,6,15.5,1.9,4.8,0.405,0.7,1.9,0.383,1.2,2.9,0.419,0.7,0.8,0.84,0.2,1.5,1.7,1,0.3,0,1,1.7,5.3
Francesca Zara,Guard,34,4,12.1,1,2.5,0.4,0.1,0.6,0.227,0.9,1.9,0.46,0.5,0.6,0.81,0.3,0.8,1.1,1.5,0.5,0,1.2,0.9,2.6
Shavonte Zellous,Guard,304,158,23.3,3,7.6,0.4,0.5,1.6,0.302,2.5,5.9,0.428,2.8,3.5,0.803,0.7,2.2,2.8,2,0.7,0.4,1.5,2.7,9.4
Haixia Zheng,Center,34,23,19.3,3.8,6.2,0.619,0,0,,3.8,6.2,0.619,1.3,1.9,0.667,1.2,3.2,4.4,0.6,0.3,0.6,1.5,2.6,8.9
Zuzana Zirkova,Guard,6,0,5,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.3,0.5,1,1,1,0,0.3,0.3,0.2,0,0,0.3,0.5,1.8
Sharnee' Zoll,Guard,25,0,8.6,0.3,1.4,0.222,0,0.4,0.111,0.3,1.1,0.259,0.4,0.6,0.714,0,0.6,0.7,1.4,0.2,0,0.8,0.7,1.1
Shanna Zolman,Guard,117,18,16.3,2.8,7.1,0.399,1.7,4.2,0.408,1.1,2.9,0.386,0.6,0.7,0.807,0.2,1,1.2,1,0.5,0.1,1.1,0.9,7.9
